Paper	Outlet	Year	PaperID	Empirical Exp./Analysis	human?	"Averaged or single task? (s: single tasks; a: averaged; na = not applicable)"	Explanation	Task (to evaluate whether aggregation makes sense or not)
An Empirical Study on Mutation, Statement and Branch Coverage Fault Revelation That Avoids the Unreliable Clean Program Assumption	ICSE	2017	ICSE2017_49	yes	no			
Can Latent Topics in Source Code Predict Missing Architectural Tactics?	ICSE	2017	ICSE2017_5	yes	no			
Clone Refactoring with Lambda Expressions	ICSE	2017	ICSE2017_50	yes	no			
Evaluating and Improving Fault Localization	ICSE	2017	ICSE2017_51	yes	no			
Syntactic and Semantic Differencing for Combinatorial Models of Test Designs	ICSE	2017	ICSE2017_52	yes	yes	av	Evaluation of semantic and syntactical model diffs depending on expertise, results are discussed on average (but there were only two models)	Comprehend model differences, was checked with questions regarding semantics and syntactics
Balancing Soundness and Efficiency for Practical Testing of Configurable Systems	ICSE	2017	ICSE2017_53	yes	no			
Automatic Text Input Generation for Mobile Testing	ICSE	2017	ICSE2017_54	yes	no			
A Test-Suite Diagnosability Metric for Spectrum-Based Fault Localization Approaches	ICSE	2017	ICSE2017_55	yes	no			
Automated Transplantation and Differential Testing for Clones	ICSE	2017	ICSE2017_56	yes	no			
Code Defenders: Crowdsourcing Effective Tests and Subtle Mutants with a Mutation Testing Game	ICSE	2017	ICSE2017_57	yes	yes	both	Gamified writing tests for more enjoyment, participants used the tool. Table 2 contains single task values, but discussion is on averages	Write tests/mutants with the developed tool/online game
Optimizing Test Placement for Module-Level Regression Testing	ICSE	2017	ICSE2017_58	yes	yes	na	Asked for developers' on their tool	
Learning to Prioritize Test Programs for Compiler Testing	ICSE	2017	ICSE2017_59	yes	no			
From Diversity by Numbers to Diversity as Process: Supporting Inclusiveness in Software Development Teams with Brainstorming	ICSE	2017	ICSE2017_6	yes	yes	na	combination of survey and interviews to understand being a minorty/brainstorming	
Characterizing and Detecting Anti-Patterns in the Logging Code	ICSE	2017	ICSE2017_60	yes	no			
What Causes My Test Alarm? Automatic Cause Analysis for Test Alarms in System and Integration Testing	ICSE	2017	ICSE2017_61	yes	no			
Symbolic Model Extraction for Web Application Verification	ICSE	2017	ICSE2017_62	yes	no			
UML Diagram Refinement (Focusing on Class-and Use Case Diagrams)	ICSE	2017	ICSE2017_63	yes	no			
Fuzzy Fine-Grained Code-History Analysis	ICSE	2017	ICSE2017_64	yes	no			
To Type or Not to Type: Quantifying Detectable Bugs in JavaScript	ICSE	2017	ICSE2017_65	yes	no			
The Evolution of Continuous Experimentation in Software Product Development: From Data to a Data-Driven Organization at Scale	ICSE	2017	ICSE2017_66	yes	yes	na	qualitative study	
Automated Refactoring of Legacy Java Software to Default Methods	ICSE	2017	ICSE2017_67	yes	no			
Supporting Software Developers with a Holistic Recommender System	ICSE	2017	ICSE2017_68	yes	yes	av	four different tasks to be implemented with or without a helper/recommender tool. Discussed on averages.	Feature implementation
Classifying Developers into Core and Peripheral: An Empirical Study on Count and Network Metrics	ICSE	2017	ICSE2017_7	yes	yes	na	qualitative study: online survey	
Decoding the Representation of Code in the Brain: An fMRI Study of Code Review and Expertise	ICSE	2017	ICSE2017_8	yes	yes	av	fMRI study compared program comprehension vs. prose reading vs. pull request on group basis with ML. Averages per task group.	program comprehension, pull request, prose change
Understanding the Impressions, Motivations, and Barriers of One Time Code Contributors to FLOSS Projects: A Survey	ICSE	2017	ICSE2017_9	yes	yes	na	online survey regarding one time commit to open-source project: reasons for it	
Self-Hiding Behavior in Android Apps: Detection and Characterization	ICSE	2018	ICSE2018_1	yes	no			
Secure Coding Practices in Java: Challenges and Vulnerabilities	ICSE	2018	ICSE2018_10	yes	no			
Identifying Features in Forks	ICSE	2018	ICSE2018_100	yes	yes	na	Qualitatively evaluate tool for fork-based feature development (interviews)	
Large-Scale Analysis of Framework-Specific Exceptions in Android Apps	ICSE	2018	ICSE2018_101	yes	no			
A Static Verification Framework for Message Passing in Go Using Behavioural Types	ICSE	2018	ICSE2018_102	yes	no			
HireBuild: An Automatic Approach to History-Driven Repair of Build Scripts	ICSE	2018	ICSE2018_103	yes	no			
FaCoY – A Code-to-Code Search Engine	ICSE	2018	ICSE2018_104	yes	no			
RFC-Directed Differential Testing of Certificate Validation in SSL/TLS Implementations	ICSE	2018	ICSE2018_105	yes	no			
Open Source Barriers to Entry, Revisited: A Sociotechnical Perspective	ICSE	2018	ICSE2018_11	yes	yes	na	field study	
Deep Code Search	ICSE	2018	ICSE2018_12	yes	no			
Repairing Crashes in Android Apps	ICSE	2018	ICSE2018_13	yes	no			
Automated Repair of Mobile Friendly Problems in Web Pages	ICSE	2018	ICSE2018_14	yes	yes	na	survey to evaluate redesigned mobile-friendly websites	
Towards Optimal Concolic Testing	ICSE	2018	ICSE2018_15	yes	no			
Towards Practical Program Repair with On-demand Candidate Generation	ICSE	2018	ICSE2018_16	yes	no			
Statistical Errors in Software Engineering Experiments: A Preliminary Literature Review	ICSE	2018	ICSE2018_17	yes	no			
Programming Not Only by Example	ICSE	2018	ICSE2018_18	yes	yes	s	Results, statistics, discussion of individual tasks	Programming by example, iteratively improved by feedback
Adding Sparkle to Social Coding: An Empirical Study of Repository Badges in the npm Ecosystem	ICSE	2018	ICSE2018_19	yes	yes	na	survey	
To Distribute or Not to Distribute? Why Licensing Bugs Matter	ICSE	2018	ICSE2018_2	yes	no			
Accurate and Efficient Refactoring Detection in Commit History	ICSE	2018	ICSE2018_20	yes	no			
Roles and Impacts of Hands-on Software Architects in Five Industrial Case Studies	ICSE	2018	ICSE2018_21	yes	yes	na	interviews	
The Evolution of Requirements Practices in Software Startups	ICSE	2018	ICSE2018_22	yes	yes	na	grounded theory, interviews, observations, …	
A Large-Scale Empirical Study on the Effects of Code Obfuscations on Android Apps and Anti-Malware Products	ICSE	2018	ICSE2018_23	yes	no			
A Combinatorial Approach for Exposing Off-Nominal Behaviors	ICSE	2018	ICSE2018_24	yes	no			
Generalized Data Structure Synthesis	ICSE	2018	ICSE2018_25	yes	no			
Testing Vision-Based Control Systems Using Learnable Evolutionary Algorithms	ICSE	2018	ICSE2018_26	yes	no			
Multi-granular Conflict and Dependency Analysis in Software Engineering Based on Graph Transformation	ICSE	2018	ICSE2018_27	yes	yes	av	User study to evaluate coarse vs. fine granuliaty in conflicts and dependencies, cross-over design, only averages are presented/discussed	Comprehension tasks based on the conflict analysis
When Not to Comment: Questions and Tradeoffs with API Documentation for C++ Projects	ICSE	2018	ICSE2018_28	yes	yes	na	survey, interviews	
DroidStar: Callback Typestates for Android Classes	ICSE	2018	ICSE2018_29	yes	no			
GUILeak: Tracing Privacy Policy Claims on User Input Data for Android Applications	ICSE	2018	ICSE2018_3	yes	no			
Fine-Grained Test Minimization	ICSE	2018	ICSE2018_30	yes	no			
Hybrid Regression Test Selection	ICSE	2018	ICSE2018_31	yes	no			
ConflictJS: Finding and Understanding Conflicts Between JavaScript Libraries	ICSE	2018	ICSE2018_32	yes	no			
How Modern News Aggregators Help Development Communities Shape and Share Knowledge	ICSE	2018	ICSE2018_33	yes	yes	na	interviews/survey	
Launch-Mode-Aware Context-Sensitive Activity Transition Analysis	ICSE	2018	ICSE2018_34	yes	no			
Augusto: Exploiting Popular Functionalities for the Generation of Semantic GUI Tests with Oracles	ICSE	2018	ICSE2018_35	yes	no			
UFO: Predictive Concurrency Use-After-Free Detection	ICSE	2018	ICSE2018_36	yes	no			
Inferring Hierarchical Motifs from Execution Traces	ICSE	2018	ICSE2018_37	yes	yes	s	Controlled experiment, evaluation of interactive visualization tool to aid program comprehension. Two groups: with tool/user's choice, three tasks. Individually discussed	Comprehension tasks: understand feature, locate code, ..
Search-Based Test Data Generation for SQL Queries	ICSE	2018	ICSE2018_38	yes	no			
Sentiment Analysis for Software Engineering: How Far Can We Go?	ICSE	2018	ICSE2018_39	yes	no			
Identifying Patch Correctness in Test-Based Program Repair	ICSE	2018	ICSE2018_4	yes	no			
Deuce: A Lightweight User Interface for Structured Editing	ICSE	2018	ICSE2018_40	yes	yes	s, but necessary	Controlled user study, evaluation of structure-aware code editor, six tasks	Refactoring, code writing
Multi-objective Integer Programming Approaches for Solving Optimal Feature Selection Problem: A New Perspective on Multi-objective Optimization Problems in SBSE	ICSE	2018	ICSE2018_41	yes	no			
Redefining Prioritization: Continuous Prioritization for Continuous Integration	ICSE	2018	ICSE2018_42	yes	no			
Chopped Symbolic Execution	ICSE	2018	ICSE2018_43	yes	no			
Context-Aware Patch Generation for Better Automated Program Repair	ICSE	2018	ICSE2018_44	yes	no			
Perses: Syntax-Guided Program Reduction	ICSE	2018	ICSE2018_45	yes	no			
A Graph Solver for the Automated Generation of Consistent Domain-Specific Models	ICSE	2018	ICSE2018_46	yes	no			
Assessing the Threat of Untracked Changes in Software Evolution	ICSE	2018	ICSE2018_47	yes	no			
Collective Program Analysis	ICSE	2018	ICSE2018_48	yes	no			
Do Programmers Work at Night or During the Weekend?	ICSE	2018	ICSE2018_49	yes	no			
Semantic Program Repair Using a Reference Implementation	ICSE	2018	ICSE2018_5	yes	no			
Automated Localization for Unreproducible Builds	ICSE	2018	ICSE2018_50	yes	no			
Efficient Sampling of SAT Solutions for Testing	ICSE	2018	ICSE2018_51	yes	no			
Debugging with Intelligence via Probabilistic Inference	ICSE	2018	ICSE2018_52	yes	yes	s	Evaluation of novel debugger. Two groups: with novel tool/default debugger. Tasks are individually presented and discussed.	Debug four buggy programs
Inheritance Usage Patterns in Open-Source Systems	ICSE	2018	ICSE2018_53	yes	no			
Identifying Design Problems in the Source Code: A Grounded Theory	ICSE	2018	ICSE2018_54	yes	yes	na	grounded theory, industry	
From UI Design Image to GUI Skeleton: A Neural Machine Translator to Bootstrap Mobile GUI Implementation	ICSE	2018	ICSE2018_55	yes	yes	av	Evaluate GUI tool. Two groups: with/without tool. Results and discussion on average of all five tasks.	Implement skeleton GUI
Neuro-Symbolic Program Corrector for Introductory Programming Assignments	ICSE	2018	ICSE2018_56	yes	no			
Do You Remember This Source Code?	ICSE	2018	ICSE2018_57	yes	yes	na	survey	
Software Protection on the Go: A Large-Scale Empirical Study on Mobile App Obfuscation	ICSE	2018	ICSE2018_58	yes	no			
Goal-Conflict Likelihood Assessment Based on Model Counting	ICSE	2018	ICSE2018_59	yes	no			
Automated Reporting of GUI Design Violations for Mobile Apps	ICSE	2018	ICSE2018_6	yes	yes	na	survey/interviews	
Does the Propagation of Artifact Changes Across Tasks Reflect Work Dependencies?	ICSE	2018	ICSE2018_60	yes	no			
To Preserve or Not to Preserve Invalid Solutions in Search-Based Software Engineering: A Case Study in Software Product Lines	ICSE	2018	ICSE2018_61	yes	no			
Debugging Data Flows in Reactive Programs	ICSE	2018	ICSE2018_62	yes	yes	s, but tasks are too different to be combined	Novel tool to help reactive programming. Two groups: classic IDE vs. rxfiddle	Programming problems: find bug/describe possible solution
Inferring and Asserting Distributed System Invariants	ICSE	2018	ICSE2018_63	yes	no			
Enlightened Debugging	ICSE	2018	ICSE2018_64	yes	yes	both	Two user studies (different difficulty levels), Evaluation of interactive, feedback-driven fault localization technique, two groups: with/without novel tool. Tasks are individually discussed, but at the end tool effect is on averages.	Debug error
Speedoo: Prioritizing Performance Optimization Opportunities	ICSE	2018	ICSE2018_65	yes	no			
Leveraging Program Analysis to Reduce User-Perceived Latency in Mobile Applications	ICSE	2018	ICSE2018_66	yes	no			
Are Code Examples on an Online Q&A Forum Reliable?: A Study of API Misuse on Stack Overflow	ICSE	2018	ICSE2018_67	yes	no			
"Is ""Better Data"" Better Than ""Better Data Miners""?"	ICSE	2018	ICSE2018_68	yes	no			
"""Was My Contribution Fairly Reviewed?"" A Framework to Study the Perception of Fairness in Modern Code Reviews"	ICSE	2018	ICSE2018_69	yes	yes	na	qualitative study	
DetReduce: Minimizing Android GUI Test Suites for Regression Testing	ICSE	2018	ICSE2018_7	yes	no			
Program Splicing	ICSE	2018	ICSE2018_70	yes	yes	s	Evaluate novel tool, within-subject design, individual results are discussed	Four programming tasks: implementations
How not to Structure Your Database-Backed Web Applications: A Study of Performance Bugs in the Wild	ICSE	2018	ICSE2018_71	yes	no			
Are Mutation Scores Correlated with Real Fault Detection? A Large Scale Empirical Study on the Relationship Between Mutants and Real Faults	ICSE	2018	ICSE2018_72	yes	no			
A Temporal Permission Analysis and Enforcement Framework for Android	ICSE	2018	ICSE2018_73	yes	no			
The Road to Live Programming: Insights from the Practice	ICSE	2018	ICSE2018_74	yes	yes	na	Exploratory study, survey	
Spatio-Temporal Context Reduction: A Pointer-Analysis-Based Static Approach for Detecting Use-After-Free Vulnerabilities	ICSE	2018	ICSE2018_75	yes	no			
Statistical Learning of API Fully Qualified Names in Code Snippets of Online Forums	ICSE	2018	ICSE2018_76	yes	no			
FAST Approaches to Scalable Similarity-Based Test Case Prioritization	ICSE	2018	ICSE2018_77	yes	no			
Precise Concolic Unit Testing of C Programs Using Extended Units and Symbolic Alarm Filtering	ICSE	2018	ICSE2018_78	yes	no			
Automatically Finding Bugs in a Commercial Cyber-Physical System Development Tool Chain With SLforge	ICSE	2018	ICSE2018_79	yes	no			
Time to Clean Your Test Objectives	ICSE	2018	ICSE2018_8	yes	no			
Almost There: A Study on Quasi-Contributors in Open-Source Software Projects	ICSE	2018	ICSE2018_80	yes	yes	na	survey	
CCAligner: A Token Based Large-Gap Clone Detector	ICSE	2018	ICSE2018_81	yes	no			
Nemo: Multi-criteria Test-Suite Minimization with Integer Nonlinear Programming	ICSE	2018	ICSE2018_82	yes	no			
Automatically Generating Search Heuristics for Concolic Testing	ICSE	2018	ICSE2018_83	yes	no			
EnMobile: Entity-Based Characterization and Analysis of Mobile Malware	ICSE	2018	ICSE2018_84	yes	no			
Towards Refactoring-Aware Regression Test Selection	ICSE	2018	ICSE2018_85	yes	no			
Understanding Developers' Needs on Deprecation as a Language Feature	ICSE	2018	ICSE2018_86	yes	yes	na	interviews/survey	
Symbolic Verification of Regular Properties	ICSE	2018	ICSE2018_87	yes	no			
Propagating Configuration Decisions with Modal Implication Graphs	ICSE	2018	ICSE2018_88	yes	no			
Reducer-Based Construction of Conditional Verifiers	ICSE	2018	ICSE2018_89	yes	no			
DeFlaker: Automatically Detecting Flaky Tests	ICSE	2018	ICSE2018_9	yes	no			
When Testing Meets Code Review: Why and How Developers Review Tests	ICSE	2018	ICSE2018_90	yes	yes	na	interviews	
DeepTest: Automated Testing of Deep-Neural-Network-Driven Autonomous Cars	ICSE	2018	ICSE2018_91	yes	no			
Dataflow Tunneling: Mining Inter-Request Data Dependencies for Request-Based Applications	ICSE	2018	ICSE2018_92	yes	no			
Online App Review Analysis for Identifying Emerging Issues	ICSE	2018	ICSE2018_93	yes	yes	na	survey	
Context-Aware Conversational Developer Assistants	ICSE	2018	ICSE2018_94	yes	yes	na	Largely qualititative/interviews	
Synthesizing Qualitative Research in Software Engineering: A Critical Review	ICSE	2018	ICSE2018_95	yes	yes	na	Small part, requested original authors' feedback	
